id,name,text,trans
0000000000000,プロデューサー,咲耶、お待たせ！,"Sorry to keep you waiting, Sakuya!"
4901900120010,咲耶,"フフ、おかえり
何を買ってきてくれたのかな？","Fufu, welcome back.
I wonder, just what have you bought for me?"
0000000000000,プロデューサー,"はは、オシャレなもの見つけてさ
咲耶はこういうの、好きかわからないんだけど","Haha, I found something quite stylish.
I'm not sure if you'd like this kind of thing."
4901900120020,咲耶,"────おや、これは……アロマワックスサシェだね
ありがとう、プロデューサー。とても嬉しいよ","──Oh my, this is... an aromatic wax sachet.
Thank you, Producer. This makes me very happy."
0000000000000,プロデューサー,"どういたしまして
やっぱり咲耶は知ってたか、こういうの","My pleasure.
So you knew about it after all."
4901900120030,咲耶,"ああ
火を灯さなくても、アロマの香りを楽しめる雑貨だよね","Yeah. It's something that allows you to enjoy 
the aroma without having to light it."
4901900120040,咲耶,でも、どうしてこれを選んだの？,"But, what made you decide on buying this?"
0000000000000,プロデューサー,"咲耶も言ったように、火を使わないで楽しめるものだろ？
溶けないものだからさ","As you said, you can enjoy it without lighting it, 
right? Because it won't melt then?"
4901900120050,咲耶,"なるほど……フフッ
アナタも『溶けない幸せ』をくれるということか","I see... Fufu.
So you've also given me ""happiness that won't melt""."
4901900120060,咲耶,"生キャラメルのお返しとして、これ以上ないプレゼントだ
本当に、アナタには敵わないな","This is the perfect return gift for the pure caramel.
I really can't beat you, can I?"
info,special_communications/490190012.json,
Translator,Burbur,
