id,name,text,trans
5004002020010,千雪,"──プロデューサーさん……！
おはようございます","──Producer-san...!
Good morning."
0000000000000,プロデューサー,"おはよう、千雪。早いな
今日の予定は午後からじゃなかったか？","Morning, Chiyuki. You're early.
Doesn't your work start in the afternoon?"
5004002020020,千雪,"これから甘奈ちゃんたちと打ち合わせなんです
感謝祭のことで……","I'm having a meeting with 
Amana-chan and Tenka-chan soon.
We'll be discussing the Fan Fest..."
0000000000000,プロデューサー,"ああ、そうだったのか
どうだ、感謝祭の準備は順調か？","Oh, so that's what's going on.
How is it? Are your Fan Fest preparations going well?"
5004002020030,千雪,"はいっ、みんなで頑張ってます
特に甜花ちゃんが張り切っていて……","Yes! Everyone is trying their best.
Tenka-chan is especially enthusiastic..."
0000000000000,プロデューサー,甜花が？,Tenka-chan?
5004002020040,千雪,"……アイドルとして頑張れていること
ファンの方にお礼したいって","...She said she wanted to 
work hard and give back to the fans 
who have supported her as an idol."
0000000000000,プロデューサー,"そうなのか……
はは、嬉しいなあ","So that's it...
Haha, that's great."
5004002020050,千雪,"はい……！
何かが、少しずつ……変わっていく予感がします","I think so too...!
I feel like... something 
is changing, bit by bit."
5004002020060,千雪,"それで、今はアイディアを集めているところなんですよ
あの『ハッピーエンド』ってテーマで……","Anyways, now we're brainstorming some ideas
for our ""Happy Ending"" theme..."
5004002020070,千雪,"今日も資料として絵本を持ってきたんです
何か使えるモチーフがあるかもと思いまして","Today, we're bringing picture books 
to use as reference. We thought we 
might find something to use as a motif."
0000000000000,プロデューサー,絵本というと、浦島太郎とか？,"By picture books, you mean stuff like Urashima Tarou, right?"
5004002020080,千雪,"ふふっ……！　どちらかといえば
もう少し、幸せなおとぎ話でしょうか……？","Fufu...! If I had to say,
maybe we should pick a story that's a bit happier...?"
0000000000000,プロデューサー,"おっと、そうだよな
浦島太郎はハッピーエンドじゃないもんな","Oops, right.
Urashima Tarou doesn't have a happy ending, huh..."
0000000000000,プロデューサー,──桃太郎とか！,"──Oh, what about Momotarou!"
5004002020090,千雪,"あぁ、それもハッピーエンドですね……！
私ったら、ついお姫様の話ばっかり持ってきちゃいました","Yes, that does have a happy ending, doesn't it...!
If I were the one calling the shots, we'd only 
end up with princess stories."
5004002020100,千雪,シンデレラに、いばら姫、親指姫とか……,"Like Cinderella, Sleeping Beauty, or Thumbelina..."
0000000000000,プロデューサー,はは、そうかそうか,"Haha, right, right."
0000000000000,プロデューサー,"そういえば今度の撮影、
衣装としてドレスの提案もあったなあ","That reminds me, there was a proposal to use
dresses as costumes for the unit's next photoshoot."
5004002020110,千雪,わぁ、そうなんですね……！,"Wow, really...?"
0000000000000,プロデューサー,"今朝、資料が届いたんだ
ティアラとか小道具の写真も載ってたな","The materials arrived this morning. 
There are also pictures of things like 
tiaras that will be used as props."
5004002020120,千雪,…………,......
5004002020130,千雪,────あの、プロデューサーさん……,"────Say, Producer-san..."
0000000000000,プロデューサー,ん──？,Hmm──?
5004002020140,甘奈,……あっ、ココアだ～！,"...Ah, hot chocolate～!"
5004002020150,甘奈,"甜花ちゃーん、キッチンにココアもあったよーっ
どうするー？　ココアにするー？","Tenka-chan, there's also hot chocolate in the 
kitchenー! What do you wantー? Do you want someー?"
5004002020160,甘奈,"……甜花ちゃーん、お湯沸いちゃうよー
ミルクティーでいいのー？　………甜花ちゃーん？","...Tenka-chan, I'm boiling some water, okayー?
Is milk tea alrightー? ...Tenka-chan?"
5004002020170,甜花,すー……すー……,Zzz... Zzz...
5004002020180,甘奈,あれっ……,Huh...?
5004002020190,甘奈,"もー……ソファでごろんってしたら、
お洋服、くしゃくしゃになっちゃうよー？","Jeez... If you're all spread out on the sofa like that,
your clothes will get wrinkled, you know?"
5004002020200,甜花,"ん、……んー…………お、起きるうぅ……
──すー……すー……","Mm... Mmm... I-I'm awake...
──Zzz... Zzz..."
5004002020210,甘奈,……えへへ……千雪さん来たら起こすね……,"...Ehehe... I'll wake you up 
when Chiyuki-san comes, alright?"
5004002020220,甜花,んん……すー……すー……,Mmm... Zzz... Zzz...
5004002020230,甘奈,"かわいーなー……
甜花ちゃんの寝顔、小さい頃と変わんない……","She's so cuteー...
Her sleeping face hasn't changed 
from when she was a kid..."
5004002020240,甘奈,あっ、沸いた沸いた……！,"Ah, it's boiling!"
5004002020250,千雪,────あの、プロデューサーさん……,"────Say, Producer-san..."
0000000000000,プロデューサー,ん──？,Hmm──?
5004002020260,千雪,"小さい頃の憧れとか、
雑貨屋のお仕事に就こうって決めたこととか","Things like my childhood yearnings,
or deciding to start working at the general store..."
5004002020270,千雪,"アイドルとして、
たくさんの人を笑顔にしたいとか……",Or wanting to make many people smile as an idol...
5004002020280,千雪,私にとって、夢は未来にあるものでした,"To me, these dreams were things 
that existed in the future."
5004002020290,千雪,"……色んな夢が日常になりつつあって
ここが、夢の……ハッピーエンドの先だとしたら──","...These dreams of mine keep becoming 
part of my everyday life. If my dream... 
my Happy Ending has already passed──"
5004002020300,千雪,今、この瞬間は、なんと呼ぶんでしょう……？,"This moment, right now... 
I wonder what this would be called...?"
5004002020310,甘奈,"あっ来た来た！　ちょうどいいタイミング☆
甜花ちゃん、起きてー","Ah, you're here! Great timing☆
Tenka-chan, wake upー!"
5004002020320,甜花,う、うにゃ……,M-mmm...?
5004002020330,甘奈,"おはよう、千雪さーん
あっ、プロデューサーさんも一緒だったの！","Morning, Chiyuki-san.
Oh, Producer-san is also with you!"
0000000000000,プロデューサー,ああ、道の途中で会ってね,"Yup, we bumped into each other on the way here."
5004002020340,甘奈,"じゃあ待ってて！　そろそろ来るかなーと思って
千雪さんの分のココアは淹れておいたんだけど","Wait a sec, okay? I was thinking that
Chiyuki-san would come soon, so I made 
some hot chocolate for her."
5004002020350,甘奈,"プロデューサーさんの分も淹れてくるから！
コーヒーがいいかな？","I'll go and brew something for you too, Producer-san!
Would coffee be okay with you?"
0000000000000,プロデューサー,"ありがとう
でも、そんな気を使わなくていいからな","Thanks.
But you don't have to worry about me."
5004002020360,甘奈,"いいのいいの☆
ちょーっと待っててねー","No worries☆
Wait just a sec, okayー?"
5004002020370,千雪,甘奈ちゃん、ココアありがとう。いただくわね,"Amana-chan, thanks for the hot chocolate. 
I'll have some now."
5004002020380,千雪,──ふー、ふーっ……,"──Fuu, fuu..."
5004002020390,千雪,"──……あ、そうだ。プロデューサーさん、
感謝祭、スタッフさんとの打ち合わせはいつでしたっけ？","──...Oh, right. Producer-san, when were we 
meeting with the staff for Fan Fest again?"
0000000000000,プロデューサー,"候補は次の火曜日なんだけど……
その日は甜花がオフなんだよな","We were thinking of doing it next Tuesday...
But Tenka is off that day, right?"
5004002020400,甘奈,"そっかー
じゃあ火曜日は難しいね、他の日は？","Oh yeahー Then next Tuesday is a bit inconvenient. 
What other days are good?"
0000000000000,プロデューサー,"それがスタッフさんの都合が、
なかなか合わないらしくて","Due to each of their circumstances,
it doesn't seem like they can meet any other day."
5004002020410,甜花,"だ……大丈夫……火曜日に打ち合せ、入れて……
甜花、おやすみ……いらない……","I-It's okay... Let's go with... Tuesday...
Tenka... doesn't need... to rest that day..."
5004002020420,甘奈,えっ……,Huh...?
5004002020430,甘奈,"──ダメだよ、甜花ちゃん
最近、オフなかったでしょ？　ちゃんと休まなきゃ！","──No, Tenka-chan.
You haven't had a day off recently, right?
You need to rest!"
5004002020440,甜花,あう……でも……,Ahh... But...
5004002020450,甜花,"でも……感謝祭のこと、だし……
甜花、アイドルだから……頑張りたい、な……","But... it's for Fan Fest...
Tenka is... an idol, so... Tenka wants to try... her best..."
5004002020460,甘奈,でも、だいぶ疲れてるみたいだし……,But you seem really tired lately...
5004002020470,甜花,"……ま、まだ、大丈夫……！
お昼寝は……たまにするかも、だけど……","...Tenka's still... okay...!
Tenka might still... take naps, but..."
5004002020480,甜花,"甜花……変わる……！
ちょっとずつだけど、変わり……たい……！","Tenka will... change...!
It'll be... little by little, but... 
Tenka wants... to change...!"
5004002020490,甘奈,……,......
