id,name,text,trans
2007020020010,結華,『こんなに祝福してもらって──……』,"""I am overjoyed to be given such blessings──..."""
2007020020020,結華,"……ん？
あ、台詞ひとつとんだかも","Hm?
Ah, I missed a line."
0000000000000,プロデューサー,台本の読み込み、順調そうか？,How's the script going? Doing okay?
2007020020030,結華,"んー、それなりに？
役はだいぶ掴めてると思う","Mmm, more or less?
I think I got a decent grasp of the role at least."
2007020020040,結華,"今回ドラマで演じさせてもらう女の子が
大学生って設定な分、想像しやすいから","The one I'm playing is in college too,
so it's pretty easy to get into the role."
2007020020050,結華,"流石に『幼馴染兼許婚と結婚』って要素は
どういう感じなのか考えちゃったけどねー","Gotta say, though... I'm wondering what this
""marry your childhood friend and fiancé""
thing would feel like~"
0000000000000,プロデューサー,まぁ、身近で聞くような話ではないからなぁ,"Right, this kind of situation isn't something
you'd come across normally."
2007020020060,結華,ね、特に許婚の部分！,Mhm! It's the fiancé part for me!
2007020020070,結華,"監督から、そこは難しく考えなくて大丈夫って
事前にアドバイスもらっててよかったよー","I'm so glad the director let me know
beforehand not to overthink it~"
0000000000000,プロデューサー,"ああ……
わざわざ設定のメモ書きもくれたもんな","Oh, right. The director even went out of
their way to send me a note of the whole
setting."
0000000000000,プロデューサー,"許婚のことは好きだけど、
相手は親が決めた関係だから一緒にいてくれるだけ、とか","Stuff like, even if the girl loves her fiancé,
in the end it's an arranged marriage. So she
feels like he's only here out of obligation."
0000000000000,プロデューサー,"友達として上手くやってきたのに
今更恋愛感情があるとは言いづらい、とか……","And how it's hard for her to admit to romantic
feelings out of the blue, because they've been
friends for as long as they can remember."
0000000000000,プロデューサー,"そういった気持ちの部分にスポットを当てたいから
それをメインで考えて……みたいな","The director wanted to make that emotional
aspect the core focus of the drama... apparently."
2007020020080,結華,"そうそう！　それを聞けたおかげで
このヒロインの子との共通点も見つけられてさ","I got it! Looks like I have more points in
common with the bride than I thought!"
2007020020090,結華,ぐっと役に入りやすくなったんだー,This makes my job even easier~
0000000000000,プロデューサー,共通点？　大学生って設定以外に？," Other points?
Like outside of being a college student?"
2007020020100,結華,うん,Yup.
2007020020110,結華,"ほら、許婚への気持ちを
茶化してごまかしちゃうとこなんか──","You know, like maybe she downplays her
love towards her fiancé and plays it off
with a jo──"
2007020020120,結華,……やっぱり、この辺は企業秘密で！,"...Um, yeaaah, let's not get into touchy stuff."
0000000000000,プロデューサー,止められると気になるんだが……,"You can't just leave it hanging like that...
Now it's going to bug me..."
2007020020130,結華,"それより！
Ｐたんにお願いしたいことがあったの","Anyway!
P-tan, I got a favor to ask."
0000000000000,プロデューサー,？,?
2007020020140,結華,"場面のイメージを掴むのに、
相手役の台詞が欲しいシーンがあってさ","There's a part where I need my partner's
lines for me to get a better feel for the scene."
2007020020150,結華,Ｐたんに相手役の台詞を読んでほしいんだ,I'd love for P-tan to read them out for me.
0000000000000,プロデューサー,"ああ、なるほど
もちろん協力するよ","Yeah, sure thing.
That I can do."
0000000000000,プロデューサー,……棒読みでも許してくれよ？,Just... don't mind if if I sound monotone.
2007020020160,結華,ふふ、はーい,"Hehe, I won't."
2007020020170,結華,ここから３ページ分お願い,From Page 3.
0000000000000,プロデューサー,"披露宴のシーンか……
よし、わかった","The scene of the wedding reception?
Okay, I got it."
2007020020180,結華,それじゃあ始めるよ,"Alright, let's start."
2007020020190,結華,"『馴れ初め映像見ててもさぁ
ずっと一緒に育ってきたからあんまり新鮮みはないね』","""They're playing the video of when we first
met. But it doesn't feel that special, you know?
We've been together our whole lives."""
0000000000000,プロデューサー,『まぁ、物心つく前からずっと、だからな』,"""Well yeah, it's been that way since I can
ever remember."""
2007020020200,結華,"『──白状するとさ。私、和燈のこと……
ずっと好きだったんだ。許婚とか関係なく』","""──I must confess. I've... I've always loved
you, Kazuto. It has nothing to do with our
arranged marriage."""
0000000000000,プロデューサー,『……』,"""......"""
0000000000000,プロデューサー,"『……披露宴が終わったら
俺から言おうと思ってたのに』","""And here I thought... that I'd be the one
to say that to you once the reception's over."""
2007020020210,結華,『え？』,"""Eh?"""
