id,name,text,trans
2023005010010,雛菜,──プロデューサー、準備できた～？,"—Producer, you ready～?"
0,プロデューサー,"お、おう！
ちょっと待ってくれ……！","Y-Yeah!
Just give me a second...!"
0,プロデューサー,"えーっと、
……普通に撮ればいいんだもんな？","Uhh... All I need to do is film you normally
with the camera, correct?"
2023005010020,雛菜,"うん～！
玄関から入ってリビングとキッチン！","Yup～! Start at the entrance, go through the
living room, and then the kitchen!"
2023005010030,雛菜,"雛菜が紹介していくから追いかけて撮ってもらって～
あ、映したらだめなのあったら避けてね～？","Hinana's gonna tour around the place, so just
follow Hinana's pace～ Oh, make sure to avoid
places that can't be shown on cam, okay～?"
0,プロデューサー,"そうだな……まあ
リビングとキッチンなら問題ないよ","Got that... Well, should be fine as long as
we stick to the living room and kitchen."
2023005010040,雛菜,"そう～？
じゃあはじめるよ～？","Really～?
Gonna start now, then～"
2023005010050,雛菜,"やは～、はじまった～？
雛菜だよ～、見えてる～？","Yaha～! Is the camera rolling?
Hinana's here～! Can everyone see Hinana～?"
2023005010060,雛菜,"前にルームツアーしてほしいって
コメント来てたから、今日は事務所探検するね～？","Someone commented saying that they want to
see Hinana doing a room tour, so we're gonna go
around our office today, okay～?"
0,コメント,"『今バイト休憩中！　見れて嬉しい！』
『ばっちり見えてるよ！』","""Taking my work break atm! So happy to watch rn!""
/ ""Can see you clearly here!"""
2023005010070,雛菜,"あとコメントも適当に読むかも～！
じゃあ早速行くね～、まずは事務所の玄関～！","Also, Hinana might pick up a comment or two
on the way! M'kay, let's jump right in～!
Here's the office's entrance～!"
0,コメント,"『はじめて見た！』
『２８３プロって綺麗なんだな、なんか安心したわ』","""This is my first time seeing it!"" /
""283Pro actually looks pretty tidy, all of my
worries went poof now."""
2023005010080,雛菜,……,......
2023005010090,コメント,『こんな所映して大丈夫？　雛菜怒られない？』,"""Is it ok to show this to the public?
Won't Hinana get in trouble for this?"""
2023005010100,雛菜,"大丈夫、プロデューサーが撮ってるから～
ね、プロデューサー？","It's fine, Producer's the one holding the
cam, after all! Right, Producer～?"
0,プロデューサー,…………！,......!
2023005010110,雛菜,"あは～、頷いてるから大丈夫そう～！
じゃあもっと中に進んでいくね～？","Aha～ He's nodding so it seems like it's all good～!
Gonna continue inside now, then～"
2023005010120,雛菜,"ここがリビング～！
ここでおやつ食べたり～、打ち合わせしたりします～","This is the living room～!
This is where snacks are eaten,
and meetings are done～!"
2023005010130,雛菜,"今日は誰もいないけど～
いつもは結構色んなアイドルの人がいる！","Nobody's around at the moment, but there's
usually a lot of idols hanging out here～!"
0,コメント,"『じゃあアンティーカとかもここにいるってこと！？』
『ここの部屋は前にもなんかで見たことあるな』","""You mean L'Antica and other idols go here too?!""
/ ""Feel like I've seen this same room layout
somewhere before."""
0,コメント,"『雛菜ちゃんはノクチル以外で仲いい子いる？』
『この子って２８３プロのアイドルだったんだー』","""Is Hinana-chan friends with other idols asides
from the noctchill girls?""/ ""So this girl's also
a 283Pro idol, huh..."""
2023005010140,雛菜,……,......
2023005010150,コメント,『ソファに雛菜ちゃんの好きなキャラのクッションある！』,"""There's a cushion of Hinana-chan's favorite
character on the couch!"""
2023005010160,雛菜,"そう～！　ユアクマちゃんのクッションいいでしょ～
寝る時用に雛菜が持ってきたやつ！","Yup～! That YourKuma cushion looks so good,
right～? Hinana brought it here for sleeping
purposes!"
0,コメント,"『そこで寝てるのかよ！』
『そのキャラあんま可愛くなくない？　笑』","""You sleep on that couch?!"" /
""Is it just me or it doesn't
really look cute at all? lol"""
2023005010170,コメント,『今来た！　これアーカイブ残す？』,"""Just opened the stream now!
Will there be a VOD of this?"""
2023005010180,雛菜,"ん～、わかんない！
じゃあ次キッチンに行きます～","Hmm, dunno!
Gonna go to the kitchen next～!"
2023005010190,雛菜,"──これがいつもおやつの入ってる冷蔵庫！
ここでたまに料理してる人とかもいるかな～","—This is the fridge that usually has some
snacks in it! Hinana thinks some people
cook in here too～!"
0,コメント,"『え、アイドルがってこと？　誰がやってるの？』
『今日他のアイドル居たらよかったのになー』","""Huh, you mean idols cook there? Like who?"" /
""Would've been great if there were other idols
in there today..."""
0,コメント,"『雛菜は料理できるの？』
『今度料理してるところ撮ってよ！』","""Can Hinana cook?"" /
""Show her doing some cooking next!"""
